X1,X2,Y,domain
-5.75328355,-1.2505691,-1,0
-3.3360959,-0.40214613,-1,0
-4.55290167,0.91966452,-1,0
-3.6937958,0.93552552,-1,0
-6.3240668,0.51647668,1,0
-3.8207934,0.76610649,-1,0
-5.72078485,1.1867585,-1,0
-5.48579829,-1.5277966,-1,0
-3.9049266,0.45783191,-1,0
-6.0960385,0.13502894,1,0
-4.03874782,-1.3302933,1,0
-5.14588706,0.13221361,1,0
-3.9860102,0.55484403,-1,0
-3.9679756,0.76559105,-1,0
-5.85129302,0.68132715,-1,0
-6.3945437,-0.47367785,1,0
-4.49819416,-0.53641584,1,0
-4.79021672,-1.2587724,-1,0
-3.9896775,-0.94018118,1,0
-4.987246298,1.2925204,-1,0
-3.8144883,-0.27781906,-1,0
-3.3881300000000003,1.3960886,1,0
-5.09991289,1.9724601,1,0
-3.1322658,-1.1578989,-1,0
-5.51621354,1.4553551,-1,0
-5.58391294,1.0096,-1,0
-5.53219024,0.97813594,-1,0
-6.1615354,0.46941219,1,0
-6.0156135,-0.030799361,1,0
-5.8907865,-0.6167869,1,0
-6.5277419000000005,-1.1661575,1,0
-4.981163394,0.051156882,1,0
-4.64852114,-1.4150188,-1,0
-4.23096429,0.85467204,-1,0
-5.26022863,-1.233718,-1,0
-4.52924793,2.0290016,-1,0
-6.0423101,1.2654006,-1,0
-6.5282836,0.79533382,-1,0
-5.068647001,1.7160746,-1,0
-6.1534631,-0.65858214,1,0
-3.8255192,1.2757865,-1,0
-5.98936294,0.4795901,-1,0
-4.3762066,1.1013244,-1,0
-5.5673634100000005,-1.144328,-1,0
-4.67235078,0.55290153,-1,0
-6.4377244000000005,-0.22515773,1,0
-5.35029268,2.0652909,-1,0
-6.3407074,-1.0475686,1,0
-5.4142785,-1.2797325,-1,0
-4.2928375899999995,-0.77780999,1,0
-3.3386196,1.4178039,1,0
-4.947381352,-1.3137403,-1,0
-5.45660369,-0.32161342,1,0
-4.0757093399999995,0.8606472,-1,0
-5.1096188399999996,-0.37161363,1,0
-3.4104493,1.7168276,1,0
-5.69801932,-0.72571163,1,0
-6.2399076,1.0030524,-1,0
-5.23793571,-1.4919201,-1,0
-3.8350264999999997,-1.10484,1,0
-5.78079897,-0.11323788,1,0
-5.72778235,-0.76030425,1,0
-4.18066056,0.046239189,1,0
-5.36936854,-0.96497942,-1,0
-6.2983174,0.57725727,-1,0
-4.88702012,0.46165967,1,0
-3.6579197,-1.8044888,1,0
-5.64472568,-0.23804019,1,0
-5.7528318899999995,1.0987443,-1,0
-5.039729053,-1.0875159,-1,0
-6.0732978,1.1640308,-1,0
-4.32442499,0.92464633,-1,0
-5.71073862,0.95999274,-1,0
-4.8989018,-1.3870187,-1,0
-3.8362059,-1.2426574,1,0
-4.06827212,0.50129688,-1,0
-5.47745602,-1.2453198,-1,0
-3.8680988999999997,0.4047396,-1,0
-3.0747185,1.3409341,1,0
-5.44629857,-0.86128669,-1,0
-4.993401664,-0.99376172,-1,0
-5.48785083,-1.3062487,-1,0
-6.1827068999999995,-0.52183845,1,0
-5.081444937,2.1770613,1,0
-7.9808342,-0.15957534,-1,0
-5.38114647,-0.91736216,-1,0
-6.5045773,-0.82862787,1,0
-5.64000836,-0.23772762,1,0
-3.8215545,-0.033509792,-1,0
-5.20556753,-1.1530549,-1,0
-5.56671599,-1.6989747,-1,0
-4.36587357,0.36565598,1,0
-5.81883685,1.2557068,-1,0
-4.09146036,0.52164023,-1,0
-4.28677517,0.9481864,-1,0
-4.79953482,-0.60895803,1,0
-3.7544415,0.55537117,-1,0
-5.061119876,-1.4007524,-1,0
-5.18101491,0.34372401,1,0
-5.98288925,1.0622847,-1,0
-5.95050656,0.53251465,-1,0
-6.0539805,-0.40004837,1,0
-3.7767687,-0.15854047,-1,0
-4.02481234,1.4764852,-1,0
-4.8167405500000005,-1.1635594,-1,0
-4.66761137,-0.52711639,1,0
-5.70696004,-0.56786627,1,0
-5.48845228,-0.56582338,1,0
-3.2051347,-0.83448678,-1,0
-3.9225317,0.016305051,-1,0
-5.067358835,1.8518438,-1,0
-3.8765994,0.42207613,-1,0
-3.8845604,-1.7217419,1,0
-4.1018669899999995,-0.71896022,1,0
-4.28979581,1.7029949,1,0
-6.6896198,-1.1391181,1,0
-7.2517489,-1.9629961,1,0
-4.89996421,-1.4780026,-1,0
-5.47301014,-0.7494098,-1,0
-5.65810505,0.55448114,1,0
-3.971952,0.54763841,-1,0
-6.6981867,0.87174054,-1,0
-4.803738,-0.77851412,-1,0
-3.7394149,-1.5703903,1,0
-5.48735592,-1.1324172,-1,0
-4.77272617,1.7091516,1,0
-4.62167979,0.98668673,-1,0
-5.98247515,-1.0775024,-1,0
-6.389161,-1.3542348,1,0
-6.5765055,-0.35174278,1,0
-4.35861853,1.7177038,1,0
-5.050808671,-1.185875,-1,0
-5.13530105,-1.1006969,-1,0
-6.8075561,-0.54318427,1,0
-4.67979983,-0.46454126,1,0
-6.1305271999999995,0.59979056,-1,0
-3.7625071,-0.68721146,1,0
-6.5209685,-0.657623,1,0
-6.0740233,-0.30597174,1,0
-4.62531849,1.2392583,-1,0
-3.9807103,-0.26126706,1,0
-6.1420747,0.91500743,-1,0
-5.040644594,2.0916537,-1,0
-5.50779306,-1.6991925,-1,0
-4.40791634,0.23481014,1,0
-4.939580994,1.6438307,-1,0
-6.7330984,-1.2988254,1,0
-6.1975256000000005,1.4345355,-1,0
-5.83929078,0.11080022,1,0
-5.70946482,-0.94241075,-1,0
-4.75261034,-0.23284243,1,0
-4.8316065,-1.0627406,-1,0
-5.63892987,1.2810772,-1,0
-4.76510735,-1.0490968,-1,0
-6.0088332,0.35660421,1,0
-6.6449134999999995,-1.2692023,1,0
-6.5702008,-0.77246103,1,0
-6.5820702,0.80708995,-1,0
-6.0970522,0.73718344,-1,0
-6.1481853,-0.54537872,1,0
-4.16971737,0.69230298,-1,0
-4.01504722,0.11385659,-1,0
-5.42499498,0.99561184,1,0
-4.47946252,0.55984601,1,0
-4.04733307,-1.2980808,1,0
-5.62382985,1.7515364,-1,0
-4.73962566,-0.54012122,1,0
-6.1599450000000004,-0.28474505,1,0
-5.95290036,1.0564007,-1,0
-4.59641896,-1.0990397,-1,0
-4.04704056,1.1438633,1,0
-4.60542537,0.085587697,-1,0
-5.91656194,-0.86272722,-1,0
-4.3499257799999995,1.8648076,-1,0
-3.9609277,-1.1310604,1,0
-4.72679375,1.6751933,-1,0
-5.36428499,1.7012241,1,0
-6.9767508,-0.87982904,1,0
-4.54946431,-0.008327318,1,0
-3.8886381,-0.062820702,-1,0
-3.1254643,1.1859273,1,0
-5.33587725,-0.052311002,1,0
-4.83443759,-1.2487279,-1,0
-2.9448561,1.1162533,1,0
-4.80162031,-1.1882327,-1,0
-4.29095267,0.87164197,-1,0
-4.21948188,1.0842908,-1,0
-4.03046501,1.1472299,-1,0
-6.1775292,-0.1219065,1,0
-4.65530617,-0.89109642,-1,0
-7.1118612,-1.4534853,1,0
-6.6235583,0.21283894,-1,0
-4.80675936,1.7201173,-1,0
-3.6741216999999997,1.6996972,1,0
-5.17112682,1.6797096,1,0
-4.288536,0.7866623,-1,0
-4.01372873,0.84258013,-1,0
-4.45631819,1.2212721,-1,0
-7.284300099999999,-1.0189387,1,0
-6.280226,0.72008416,-1,0
-6.4095524,0.89429477,-1,0
-6.2444733,-0.49745029,1,0
-6.5887059,-0.67951517,1,0
-4.62297607,1.7224785,1,0
-4.76212551,-1.5103077,-1,0
-5.37222647,-1.1074818,-1,0
-5.65097805,-0.10332117,1,0
-5.50134118,1.0950124,-1,0
-4.83221773,0.34537578,1,0
-5.82008587,-1.044829,-1,0
-5.4873417,-1.1941835,-1,0
-4.7480304,-0.38902433,1,0
-4.79847546,-1.3740599,-1,0
-4.8452772,0.03731239,1,0
-3.7908056,-1.7655453,1,0
-3.7090899,-0.39052906,-1,0
-3.648724,-0.38653973,1,0
-4.02332481,0.59729649,-1,0
-6.8895399,-1.1637916,1,0
-4.19528415,1.2121482,-1,0
-4.4075283,0.97314897,-1,0
-4.6212988,1.362004,-1,0
-5.52802584,0.29637832,1,0
-4.32829714,1.5720638,-1,0
-5.83505241,-1.0601977,-1,0
-6.6681541,-1.4982444,1,0
-6.4290559,0.70705061,-1,0
-6.8270436,0.37856777,-1,0
-6.1309838,0.16360564,1,0
-4.66527204,1.954041,-1,0
-6.038065,-0.20004983,1,0
-5.10441605,-1.1454086,-1,0
-4.5061446499999995,-1.0141911,-1,0
-4.65643074,1.3833936,1,0
-5.94438314,1.0176148,-1,0
-5.45479297,0.49412268,1,0
-5.13465345,-1.1249985,-1,0
-6.2460529000000005,0.10383061,1,0
-6.551267,-0.66285684,1,0
-4.58879663,1.4664674,-1,0
-4.984623001,-1.4058996,-1,0
-3.7394549,-0.32806054,1,0
-5.85246405,-0.29841159,1,0
-5.25870739,1.3374132,-1,0
-6.2773774,-1.1232071,1,0
-4.71645035,1.8606881,-1,0
-3.8790763,-0.42219335,-1,0
-3.773185,-2.1991384,1,0
-4.47389978,1.3644628,1,0
-5.58094676,-1.2704587,-1,0
-4.01927644,-0.057165064,-1,0
-3.7767530000000002,0.83442384,-1,0
-4.5534632,-1.1792439,-1,0
-4.7737465199999995,-1.3845616,-1,0
-5.22601144,-1.0937995,-1,0
-5.076953996,1.8688241,1,0
-2.9925479,-0.69536079,-1,0
-4.74470986,0.41246965,-1,0
-3.5311278,-0.53138487,-1,0
-3.6237183,1.2512949,1,0
-5.91655996,-1.0823317,-1,0
-6.2130030000000005,0.91815742,-1,0
-4.84562914,-0.65278106,1,0
-5.57918718,0.78953132,-1,0
-4.84592504,0.62873837,1,0
-5.49655014,1.0666948,-1,0
-3.5750551,-0.20820557,1,0
-3.9250965,0.43792582,-1,0
-5.27414541,0.046756004,1,0
-3.6581938000000003,-0.6317153,1,0
-4.74567372,2.4237787,-1,0
-3.5108502,1.5458017,1,0
-5.95765681,0.5360358,-1,0
-5.13162989,-1.3708548,-1,0
-6.466293,-0.81675976,1,0
-5.45128591,1.6998916,-1,0
-3.9058306,-0.64317056,1,0
-4.934035443,-1.2268708,-1,0
-4.77009369,-1.150733,-1,0
-4.41107565,0.55726133,1,0
-6.3997713,0.47497941,-1,0
-5.14156414,0.2313221,1,0
-4.15958507,-0.17551244,1,0
-4.76217168,-0.55086995,1,0
-4.18867149,1.0741732,-1,0
-5.39485338,-0.75602765,-1,0
-5.41486825,1.4839771,-1,0
-2.7070545,1.3169488,1,0
-4.08932431,-0.83234923,1,0
-4.24911473,0.60807314,-1,0
-4.52177155,0.46016097,1,0
-5.016945009,-0.93929582,-1,0
-5.35541348,1.2752506,-1,0
-4.81085259,1.3523686,-1,0
-4.59762041,-0.39023701,1,0
-4.29293112,1.3723896,-1,0
-5.39222613,-1.2658438,-1,0
-5.31606162,0.17727581,1,0
-4.14623722,0.094862118,1,0
-5.74761521,-0.5701127,1,0
-5.84335567,1.4014892,-1,0
-6.2033936999999995,0.40042188,1,0
-5.75611642,-0.94340237,-1,0
-6.1753281,0.69239786,-1,0
-3.1498239,-0.55811619,-1,0
-4.3428666,1.0478559,-1,0
-4.70019137,-1.1789479,-1,0
-4.68180178,1.3952118,-1,0
-5.80829642,-1.5007513,-1,0
-5.58026471,1.3429275,-1,0
-4.23576419,1.9758761,1,0
-4.20680876,0.8361866,-1,0
-5.34742349,-1.4986144,-1,0
-6.3690255,-0.17742433,1,0
-6.0843878,-0.86785324,1,0
-3.7077514000000003,-1.0433625,1,0
-4.0649764600000005,0.55599724,-1,0
-5.31398162,-0.98440874,-1,0
-4.66478253,1.9902944,-1,0
-4.53121499,-0.32076186,1,0
-4.31416495,-0.18990602,1,0
-4.925563696,1.037289,-1,0
-4.62214751,-0.060949053,1,0
-4.29968987,1.141443,-1,0
-6.5423555,-0.64335056,1,0
-5.33447482,1.6290908,-1,0
-5.63874565,-1.0382587,-1,0
-4.64194472,-0.88673117,1,0
-3.3309602,0.087692504,-1,0
-6.5150795,-0.99267001,1,0
-6.6020405,-1.3192252,1,0
-4.87722269,-0.28312801,1,0
-5.11003684,-1.2077682,-1,0
-3.7789482000000003,1.4783253,1,0
-4.90163308,0.62857462,1,0
-3.4909927,-1.1549437,1,0
-5.39427327,-0.33768111,1,0
-4.54242353,-0.70900891,1,0
-5.87615458,0.23214436,1,0
-3.6522388,0.67671761,-1,0
-5.39988569,-1.3653668,-1,0
-4.86141873,-0.80318823,1,0
-3.6688234,0.40575081,-1,0
-4.33901295,1.1962997,-1,0
-5.014510074,-1.1517631,-1,0
-5.74234521,-1.0220488,-1,0
-6.0689047,-1.1107063,1,0
-6.6659637,-0.87538468,1,0
-6.7247033,-0.41043906,1,0
-5.53908598,0.6481397,1,0
-5.23527183,-1.2162841,-1,0
-3.562736,-1.7278135,1,0
-4.48519206,0.88375517,-1,0
-5.50825327,-0.69437924,1,0
-4.27000845,-0.36955694,-1,0
-6.5385259,0.51634971,1,0
-6.3264756,1.0763502,-1,0
-5.21575762,-0.35336665,1,0
-5.72903664,1.3681897,-1,0
-4.0946716,-0.55120653,1,0
-2.5703526,0.86885348,1,0
-4.27118443,1.4886063,1,0
-4.16096394,-0.081896339,1,0
-6.0135508,-1.4662265,-1,0
-6.1584371,0.38121329,-1,0
-6.0962749,0.1448523,1,0
-3.7263796,-0.67510109,1,0
-6.1346998,-0.6220038,1,0
-6.5077383,-0.28502054,1,0
-5.30984687,-1.2671283,-1,0
-3.6905073,0.62757375,-1,0
-5.93230612,-1.1481898,-1,0
-4.21588341,0.97228803,-1,0
-5.034676003,1.3028889,-1,0
-3.5015279,0.63663843,-1,0
-5.86105293,-0.97185121,-1,0
-3.6496836999999998,-1.5074023,1,0
-5.6603747,1.4088247,-1,0
-5.19231732,1.6567074,-1,0
-3.7894098,-0.13178498,-1,0
-4.70927464,1.3384497,-1,0
-4.46627398,2.1530887,-1,0
-3.9345283,0.39871238,-1,0
-3.8676535000000003,0.33029745,-1,0
-4.79891125,0.002398097,1,0
-5.021001768,-1.0862854,-1,0
-5.67435461,0.84165864,-1,0
-3.5417436,-0.50870748,1,0
-5.96907464,1.0243359,-1,0
-3.5427187,-0.13952639,-1,0
-5.93006091,0.75801739,-1,0
-4.70459179,-1.3638668,-1,0
-5.6145401,-1.3629855,-1,0
-5.59204629,-1.1695818,-1,0
-5.24321856,-1.2440471,-1,0
-4.989297109,0.025801816,1,0
-3.6892462999999998,0.32777805,-1,0
-6.3319151,0.71888182,-1,0
-3.6210353,0.69775356,-1,0
-6.1995827,-0.45059701,1,0
-2.5526679,1.2503852,1,0
-3.4559545,1.752175,1,0
-3.1932184,-0.55067908,-1,0
-4.18128365,0.54567215,-1,0
-5.47245766,0.41134988,1,0
-3.8777083,0.62559642,-1,0
-4.19884366,1.1359596,-1,0
-6.1407597,0.69306769,-1,0
-4.62594466,-1.3886817,-1,0
-4.76542401,1.4837959,1,0
-5.39978808,-1.1502772,-1,0
-3.7222497,1.351584,1,0
-4.86295492,1.68691,-1,0
-4.63939559,0.93119333,-1,0
-4.11490826,-0.37226255,1,0
-4.73126062,0.60530037,1,0
-4.32534134,-1.5303955,-1,0
-4.70095441,1.4940565,-1,0
-5.67953993,-1.0728534,-1,0
-5.65052067,0.36901823,1,0
-3.512161,-0.007790874,-1,0
-5.82130373,-1.4430587,-1,0
-6.5300572,-1.2080648,1,0
-3.9681213,-0.20904184,-1,0
-4.28414848,0.48709228,-1,0
-3.0300712,0.99027106,1,0
-3.886316,1.3264361,1,0
-4.43131833,1.4430329,-1,0
-4.33782115,1.4876018,-1,0
-3.7721926999999997,-0.087441645,-1,0
-5.89282582,-1.2651087,-1,0
-4.2471747,0.78112473,-1,0
-4.70646029,-1.4972351,-1,0
-5.5325498,1.216977,-1,0
-4.33424747,1.3596891,1,0
-3.6759554000000003,-1.4762578,1,0
-5.2328567,0.59307609,1,0
-6.6617502,0.74962053,-1,0
-4.23346446,-0.24755281,1,0
-6.646292,-0.72253514,1,0
-3.8515012,1.485121,1,0
-5.91802533,1.1332032,-1,0
-6.9259789000000005,-0.31473299,1,0
-6.0933431,-0.46264503,1,0
-5.087612557,0.25494584,1,0
-6.7401878,0.69276297,-1,0
-4.38359784,-1.0708376,1,0
-4.986850459,-0.96853087,-1,0
-5.25358287,-0.93152354,-1,0
-6.7971089,-1.7100396,1,0
-4.89686182,0.3294876,1,0
-4.69938449,2.0131755,-1,0
-4.58402519,1.8598624,1,0
-5.024655241,-0.76529867,-1,0
-3.3735404,-0.25108017,-1,0
-5.1875092800000004,-1.2685381,-1,0
-4.25402741,0.99079414,-1,0
-4.2136604,1.3055333,-1,0
-4.42805378,-0.81167462,1,0
-6.0162895,-0.29555142,1,0
-3.9698566,-1.1228514,1,0
-4.83328085,0.87023382,-1,0
-4.17357323,0.74421949,-1,0
-5.80128132,1.7800191,-1,0
-3.5277791,-0.057841687,-1,0
-7.0382645,-0.97792117,1,0
-5.48392577,-1.1991197,-1,0
-5.26181479,1.2812697,-1,0
-6.0969999,0.81097095,-1,0
-5.36939,-0.98375716,-1,0
-5.85588303,-0.66445723,1,0
-3.8808997,-1.2170775,1,0
-4.69385168,-1.1349084,-1,0
-4.71279177,-0.51657756,1,0
-6.3431193,-0.30979532,1,0
-4.17126137,1.5586276,-1,0
-3.9883996,1.5711066,1,0
-4.56031196,-0.77846465,-1,0
-4.942634875,-0.1336481,1,0
-4.43957918,1.178619,-1,0
-4.76176048,1.73946,-1,0
-6.2325425,0.8895917,-1,0
-4.55427704,-1.0716405,-1,0
-4.41386809,0.40249195,-1,0
-4.67088102,1.1129922,-1,0
-4.01660275,0.20262685,-1,0
-4.51356704,0.24476941,1,0
-5.5509805199999995,0.28755008,1,0
-5.38431774,-0.39723433,1,0
-3.9512129,0.76819823,-1,0
-4.34461664,1.7200303,1,0
-5.50747987,1.8929722,-1,0
-3.946757,0.77585307,-1,0
-6.4751446999999995,0.73971064,-1,0
-4.3828638699999996,1.1060727,-1,0
-5.63371303,-0.9685843,-1,0
-5.07396796,1.9679567,1,0
-5.008159248,-1.3771961,-1,0
-6.8329599000000005,0.60132248,-1,0
-6.2835602999999995,-0.004941082,1,0
-4.56990266,-0.65434225,1,0
-3.2236082,0.27177543,-1,0
-2.4909878,1.1086065,1,0
-5.51339972,1.2880172,-1,0
-4.64256861,0.64671947,-1,0
-5.78423058,1.8062483,-1,0
-3.5139684,0.62713296,-1,0
-5.79938591,1.1116356,-1,0
-3.7571429,0.55445248,-1,0
-3.5866986,-1.4768801,1,0
-4.61935887,1.5523982,-1,0
-4.921192856,-0.09984702,1,0
-3.8084844,0.11260052,1,0
-4.58516526,-1.0030982,-1,0
-4.41258748,0.033119638,1,0
-4.28603503,-1.1933216,1,0
-6.7764972,0.81898752,-1,0
-5.052656246,-0.74585889,-1,0
-4.60930411,-1.4161437,-1,0
-5.27937688,-1.0620389,-1,0
-6.4727201999999995,0.95967431,-1,0
-5.99463496,-0.83230636,-1,0
-6.7742721,1.0147883,-1,0
-4.83093921,1.8634212,1,0
-5.6313085,-0.9137819,-1,0
-5.13811101,-1.0289381,-1,0
-5.62071197,0.42513869,1,0
-4.50338346,1.2656075,-1,0
-5.21064611,-0.33391259,1,0
-3.8807267000000003,1.1400062,-1,0
-5.89897687,-1.2472802,-1,0
-5.20998432,0.17080635,1,0
-3.7084004,0.64376876,-1,0
-4.3896067,0.48826356,-1,0
-3.9668633,0.2795607,-1,0
-3.1152788,0.32461324,-1,0
-4.48306925,1.7135102,-1,0
-3.8709072,1.5061864,1,0
-4.58722461,-1.3015243,-1,0
-4.79223973,-0.4274289,1,0
-4.82509731,-0.88724276,-1,0
-6.4809696,-1.2305388,1,0
-4.58481369,1.7975656,-1,0
-5.55817998,-1.7296611,-1,0
-5.91778294,1.4395057,-1,0
-5.65144864,-0.52836484,1,0
-5.23796979,0.12586254,1,0
-4.3443334,1.2454137,-1,0
-5.05313075,-1.2607263,-1,0
-6.5348843,-0.46635196,1,0
-6.245955,-0.6564092,1,0
-6.7761457,-1.0749456,1,0
-5.024625856,-0.14091186,1,0
-6.5753174,-1.2569235,1,0
-5.2908761,0.56086438,1,0
-5.88974468,-1.1793726,1,0
-3.225919,0.23946569,-1,0
-5.10017696,-1.0525296,-1,0
-6.3444576,0.80475499,-1,0
-5.36579271,-1.5176868,-1,0
-3.9234318,-1.8325253,1,0
-6.5942673,0.91322239,-1,0
-4.07667111,-1.0173761,1,0
-5.19161805,0.79078482,1,0
-4.75307756,1.6496003,1,0
-3.3975093000000003,0.0486506,-1,0
-6.9317901,0.52530259,-1,0
-4.86259957,-0.24664265,1,0
-6.9435838,0.83197457,-1,0
-4.47760364,1.4599533,-1,0
-4.52935105,-0.44480851,1,0
-5.46086669,-1.0736494,-1,0
-6.0054811,0.41243946,1,0
-3.3273696,0.97366781,1,0
-6.5639392999999995,0.51369443,-1,0
-6.7791377,-1.489545,1,0
-4.71922895,0.34345516,1,0
-4.33330419,-1.0110696,1,0
-5.31959776,0.70721976,1,0
-6.9612967999999995,0.44518122,-1,0
-5.38013145,-1.3386848,-1,0
-5.16837864,1.3204083,-1,0
-4.61553075,-0.31427973,1,0
-4.43957452,-1.054959,-1,0
-4.04818445,0.61551853,-1,0
