X1,X2,Y,rotation_degrees
-0.46619374,-0.85070979,-1,0
0.62510213,1.6701442,-1,0
-0.11317513,2.132584,1,0
0.50117983,0.055262894,1,0
-1.7046687,0.42235892,-1,0
-0.55834506,0.57241089,1,0
0.011429526,1.6606453,-1,0
-0.83356595,1.4067252,-1,0
-1.6514951,-0.73067487,1,0
-1.6687282,-0.00451349,1,0
-0.81576461,0.56218928,-1,0
1.2234096,-0.34454435,-1,0
0.054280431,-0.96718058,-1,0
0.28697027,-1.4476328,-1,0
0.11205812,0.23829856,1,0
0.004254274,1.6062127,-1,0
-0.87657605,-1.0813918,-1,0
0.97540167,-1.3443602,1,0
0.26798568,-1.0838809,1,0
-0.74283366,0.68493613,1,0
-1.7537961,-1.6277624,1,0
-0.48725551,-0.53564691,1,0
0.13174886,1.99729,-1,0
0.43263934,0.38030833,1,0
1.2112867,0.051182462,-1,0
0.49040124,-0.047655946,1,0
-0.98993303,0.23110076,1,0
-0.68938389,-1.4540009,-1,0
0.9296619,0.64971694,-1,0
0.3828145,-0.98722167,-1,0
0.1627446,-1.0769827,-1,0
0.12972721,1.4127566,-1,0
-0.87503114,0.59121775,1,0
-0.5357525,1.0475619,-1,0
0.485042,0.63499931,-1,0
-1.3147157,0.17543885,1,0
-1.5690626,-1.7373937,1,0
-0.18959921,0.16789373,1,0
-0.95559755,-1.6133126,-1,0
0.027292288,-0.68297547,-1,0
-0.08946415,1.6478409,1,0
1.0837773,0.088001654,-1,0
1.2698392,0.43265782,-1,0
0.073428743,-0.16208939,1,0
1.7753224,1.1884779,1,0
0.57729792,0.6275398,-1,0
1.2950588,-1.2773602,1,0
-0.58703303,1.0104809,-1,0
0.43095797,-1.4596016,-1,0
0.2987847,1.5595774,-1,0
1.0981792,0.50761505,-1,0
-0.85261893,-0.25387828,1,0
-1.2601332,-1.008965,1,0
-1.9617675,-0.94170248,1,0
0.8834796,0.10624851,1,0
0.42046004,1.0955522,-1,0
-1.1443552,0.30423699,1,0
-0.22338316,-0.41941769,1,0
1.9465299,1.5270343,1,0
-0.13817716,-1.3698007,-1,0
-0.13657624,1.435896,-1,0
0.1492126,1.9785962,-1,0
0.3857658,1.9150487,-1,0
1.5844884,-0.46781526,-1,0
1.1728644,-1.3890399,1,0
0.15161554,1.5321037,-1,0
0.88325537,-1.0035712,1,0
-0.33841077,-1.3286818,-1,0
-0.43301816,-1.1269896,-1,0
0.0087927,1.4701807,-1,0
-1.8077884,-0.64264539,1,0
0.28403001,2.3061099,-1,0
-0.15546343,-1.0316712,-1,0
-1.0058313,-0.090822288,1,0
-0.026354543,-0.95162277,-1,0
1.2250031,-0.61487364,1,0
0.43404383,0.29504148,1,0
1.5731269,1.1598287,1,0
0.028519,1.721494,1,0
0.81734859,-0.94122222,1,0
-1.1384918,1.0817143,-1,0
0.9975923,0.3701896,-1,0
-0.6953306,-0.7359448,-1,0
0.71274008,2.044493,1,0
-1.4641388,1.1123698,-1,0
-2.0675256,0.031802872,-1,0
0.4402033,-0.93584371,-1,0
1.7097531,-0.043977753,-1,0
-1.1775536,0.86164466,-1,0
-0.85884769,0.88534895,-1,0
-0.28541775,1.3862633,-1,0
1.73037,1.6833123,1,0
0.1831339,-1.2098094,-1,0
-1.7772159,-0.37829675,1,0
0.32226334,-1.0372916,-1,0
-0.84039908,-1.0450938,-1,0
-0.23444094,-0.97379565,-1,0
-1.248087,-0.68908406,1,0
0.56944413,1.6177067,1,0
0.16324358,-1.314943,-1,0
-1.802978,-1.6243495,1,0
-0.12103347,-1.0487175,-1,0
0.32444583,1.6826196,1,0
-0.018882659,-1.2808653,-1,0
0.46294442,0.49798955,-1,0
-1.3982521,1.1941824,-1,0
-1.0365044,-0.13068293,1,0
0.005201141,0.23989881,1,0
0.19630024,1.0793388,-1,0
-0.076688985,0.000168466,1,0
-1.8634337,-1.7789332,1,0
-0.76672259,-1.2976713,-1,0
0.90714071,0.19135237,-1,0
1.6215313,1.1896617,1,0
-0.59682418,0.23235438,1,0
-0.75328355,-1.2505691,-1,0
1.6639041,-0.40214613,-1,0
0.44709833,0.91966452,-1,0
1.3062042,0.93552552,-1,0
-1.3240668,0.51647668,1,0
1.1792066,0.76610649,-1,0
-0.72078485,1.1867585,-1,0
-0.48579829,-1.5277966,-1,0
1.0950734,0.45783191,-1,0
-1.0960385,0.13502894,1,0
0.96125218,-1.3302933,1,0
-0.14588706,0.13221361,1,0
1.0139898,0.55484403,-1,0
1.0320244,0.76559105,-1,0
-0.85129302,0.68132715,-1,0
-1.3945437,-0.47367785,1,0
0.50180584,-0.53641584,1,0
0.20978328,-1.2587724,-1,0
1.0103225,-0.94018118,1,0
0.012753702,1.2925204,-1,0
1.1855117,-0.27781906,-1,0
1.61187,1.3960886,1,0
-0.09991289,1.9724601,1,0
1.8677342,-1.1578989,-1,0
-0.51621354,1.4553551,-1,0
-0.58391294,1.0096,-1,0
-0.53219024,0.97813594,-1,0
-1.1615354,0.46941219,1,0
-1.0156135,-0.030799361,1,0
-0.8907865,-0.6167869,1,0
-1.5277419,-1.1661575,1,0
0.018836606,0.051156882,1,0
0.35147886,-1.4150188,-1,0
0.76903571,0.85467204,-1,0
-0.26022863,-1.233718,-1,0
0.47075207,2.0290016,-1,0
-1.0423101,1.2654006,-1,0
-1.5282836,0.79533382,-1,0
-0.068647001,1.7160746,-1,0
-1.1534631,-0.65858214,1,0
1.1744808,1.2757865,-1,0
-0.98936294,0.4795901,-1,0
0.6237934,1.1013244,-1,0
-0.56736341,-1.144328,-1,0
0.32764922,0.55290153,-1,0
-1.4377244,-0.22515773,1,0
-0.35029268,2.0652909,-1,0
-1.3407074,-1.0475686,1,0
-0.4142785,-1.2797325,-1,0
0.70716241,-0.77780999,1,0
1.6613804,1.4178039,1,0
0.052618648,-1.3137403,-1,0
-0.45660369,-0.32161342,1,0
0.92429066,0.8606472,-1,0
-0.10961884,-0.37161363,1,0
1.5895507,1.7168276,1,0
-0.69801932,-0.72571163,1,0
-1.2399076,1.0030524,-1,0
-0.23793571,-1.4919201,-1,0
1.1649735,-1.10484,1,0
-0.78079897,-0.11323788,1,0
-0.72778235,-0.76030425,1,0
0.81933944,0.046239189,1,0
-0.36936854,-0.96497942,-1,0
-1.2983174,0.57725727,-1,0
0.11297988,0.46165967,1,0
1.3420803,-1.8044888,1,0
-0.64472568,-0.23804019,1,0
-0.75283189,1.0987443,-1,0
-0.039729053,-1.0875159,-1,0
-1.0732978,1.1640308,-1,0
0.67557501,0.92464633,-1,0
-0.71073862,0.95999274,-1,0
0.1010982,-1.3870187,-1,0
1.1637941,-1.2426574,1,0
0.93172788,0.50129688,-1,0
-0.47745602,-1.2453198,-1,0
1.1319011,0.4047396,-1,0
1.9252815,1.3409341,1,0
-0.44629857,-0.86128669,-1,0
0.006598336,-0.99376172,-1,0
-0.48785083,-1.3062487,-1,0
-1.1827069,-0.52183845,1,0
-0.081444937,2.1770613,1,0
-2.9808342,-0.15957534,-1,0
-0.38114647,-0.91736216,-1,0
-1.5045773,-0.82862787,1,0
-0.64000836,-0.23772762,1,0
1.1784455,-0.033509792,-1,0
-0.20556753,-1.1530549,-1,0
-0.56671599,-1.6989747,-1,0
0.63412643,0.36565598,1,0
-0.81883685,1.2557068,-1,0
0.90853964,0.52164023,-1,0
0.71322483,0.9481864,-1,0
0.20046518,-0.60895803,1,0
1.2455585,0.55537117,-1,0
-0.061119876,-1.4007524,-1,0
-0.18101491,0.34372401,1,0
-0.98288925,1.0622847,-1,0
-0.95050656,0.53251465,-1,0
-1.0539805,-0.40004837,1,0
1.2232313,-0.15854047,-1,0
0.97518766,1.4764852,-1,0
0.18325945,-1.1635594,-1,0
0.33238863,-0.52711639,1,0
-0.70696004,-0.56786627,1,0
-0.48845228,-0.56582338,1,0
1.7948653,-0.83448678,-1,0
1.0774683,0.016305051,-1,0
-0.067358835,1.8518438,-1,0
1.1234006,0.42207613,-1,0
1.1154396,-1.7217419,1,0
0.89813301,-0.71896022,1,0
0.71020419,1.7029949,1,0
-1.6896198,-1.1391181,1,0
-2.2517489,-1.9629961,1,0
0.10003579,-1.4780026,-1,0
-0.47301014,-0.7494098,-1,0
-0.65810505,0.55448114,1,0
1.028048,0.54763841,-1,0
-1.6981867,0.87174054,-1,0
0.196262,-0.77851412,-1,0
1.2605851,-1.5703903,1,0
-0.48735592,-1.1324172,-1,0
0.22727383,1.7091516,1,0
0.37832021,0.98668673,-1,0
-0.98247515,-1.0775024,-1,0
-1.389161,-1.3542348,1,0
-1.5765055,-0.35174278,1,0
0.64138147,1.7177038,1,0
-0.050808671,-1.185875,-1,0
-0.13530105,-1.1006969,-1,0
-1.8075561,-0.54318427,1,0
0.32020017,-0.46454126,1,0
-1.1305272,0.59979056,-1,0
1.2374929,-0.68721146,1,0
-1.5209685,-0.657623,1,0
-1.0740233,-0.30597174,1,0
0.37468151,1.2392583,-1,0
1.0192897,-0.26126706,1,0
-1.1420747,0.91500743,-1,0
-0.040644594,2.0916537,-1,0
-0.50779306,-1.6991925,-1,0
0.59208366,0.23481014,1,0
0.060419006,1.6438307,-1,0
-1.7330984,-1.2988254,1,0
-1.1975256,1.4345355,-1,0
-0.83929078,0.11080022,1,0
-0.70946482,-0.94241075,-1,0
0.24738966,-0.23284243,1,0
0.1683935,-1.0627406,-1,0
-0.63892987,1.2810772,-1,0
0.23489265,-1.0490968,-1,0
-1.0088332,0.35660421,1,0
-1.6449135,-1.2692023,1,0
-1.5702008,-0.77246103,1,0
-1.5820702,0.80708995,-1,0
-1.0970522,0.73718344,-1,0
-1.1481853,-0.54537872,1,0
0.83028263,0.69230298,-1,0
0.98495278,0.11385659,-1,0
-0.42499498,0.99561184,1,0
0.52053748,0.55984601,1,0
0.95266693,-1.2980808,1,0
-0.62382985,1.7515364,-1,0
0.26037434,-0.54012122,1,0
-1.159945,-0.28474505,1,0
-0.95290036,1.0564007,-1,0
0.40358104,-1.0990397,-1,0
0.95295944,1.1438633,1,0
0.39457463,0.085587697,-1,0
-0.91656194,-0.86272722,-1,0
0.65007422,1.8648076,-1,0
1.0390723,-1.1310604,1,0
0.27320625,1.6751933,-1,0
-0.36428499,1.7012241,1,0
-1.9767508,-0.87982904,1,0
0.45053569,-0.008327318,1,0
1.1113619,-0.062820702,-1,0
1.8745357,1.1859273,1,0
-0.33587725,-0.052311002,1,0
0.16556241,-1.2487279,-1,0
2.0551439,1.1162533,1,0
0.19837969,-1.1882327,-1,0
0.70904733,0.87164197,-1,0
0.78051812,1.0842908,-1,0
0.96953499,1.1472299,-1,0
-1.1775292,-0.1219065,1,0
0.34469383,-0.89109642,-1,0
-2.1118612,-1.4534853,1,0
-1.6235583,0.21283894,-1,0
0.19324064,1.7201173,-1,0
1.3258783,1.6996972,1,0
-0.17112682,1.6797096,1,0
0.711464,0.7866623,-1,0
0.98627127,0.84258013,-1,0
0.54368181,1.2212721,-1,0
-2.2843001,-1.0189387,1,0
-1.280226,0.72008416,-1,0
-1.4095524,0.89429477,-1,0
-1.2444733,-0.49745029,1,0
-1.5887059,-0.67951517,1,0
0.37702393,1.7224785,1,0
0.23787449,-1.5103077,-1,0
-0.37222647,-1.1074818,-1,0
-0.65097805,-0.10332117,1,0
-0.50134118,1.0950124,-1,0
0.16778227,0.34537578,1,0
-0.82008587,-1.044829,-1,0
-0.4873417,-1.1941835,-1,0
0.2519696,-0.38902433,1,0
0.20152454,-1.3740599,-1,0
0.1547228,0.03731239,1,0
1.2091944,-1.7655453,1,0
1.2909101,-0.39052906,-1,0
1.351276,-0.38653973,1,0
0.97667519,0.59729649,-1,0
-1.8895399,-1.1637916,1,0
0.80471585,1.2121482,-1,0
0.5924717,0.97314897,-1,0
0.3787012,1.362004,-1,0
-0.52802584,0.29637832,1,0
0.67170286,1.5720638,-1,0
-0.83505241,-1.0601977,-1,0
-1.6681541,-1.4982444,1,0
-1.4290559,0.70705061,-1,0
-1.8270436,0.37856777,-1,0
-1.1309838,0.16360564,1,0
0.33472796,1.954041,-1,0
-1.038065,-0.20004983,1,0
-0.10441605,-1.1454086,-1,0
0.49385535,-1.0141911,-1,0
0.34356926,1.3833936,1,0
-0.94438314,1.0176148,-1,0
-0.45479297,0.49412268,1,0
-0.13465345,-1.1249985,-1,0
-1.2460529,0.10383061,1,0
-1.551267,-0.66285684,1,0
0.41120337,1.4664674,-1,0
0.015376999,-1.4058996,-1,0
1.2605451,-0.32806054,1,0
-0.85246405,-0.29841159,1,0
-0.25870739,1.3374132,-1,0
-1.2773774,-1.1232071,1,0
0.28354965,1.8606881,-1,0
1.1209237,-0.42219335,-1,0
1.226815,-2.1991384,1,0
0.52610022,1.3644628,1,0
-0.58094676,-1.2704587,-1,0
0.98072356,-0.057165064,-1,0
1.223247,0.83442384,-1,0
0.4465368,-1.1792439,-1,0
0.22625348,-1.3845616,-1,0
-0.22601144,-1.0937995,-1,0
-0.076953996,1.8688241,1,0
2.0074521,-0.69536079,-1,0
0.25529014,0.41246965,-1,0
1.4688722,-0.53138487,-1,0
1.3762817,1.2512949,1,0
-0.91655996,-1.0823317,-1,0
-1.213003,0.91815742,-1,0
0.15437086,-0.65278106,1,0
-0.57918718,0.78953132,-1,0
0.15407496,0.62873837,1,0
-0.49655014,1.0666948,-1,0
1.4249449,-0.20820557,1,0
1.0749035,0.43792582,-1,0
-0.27414541,0.046756004,1,0
1.3418062,-0.6317153,1,0
0.25432628,2.4237787,-1,0
1.4891498,1.5458017,1,0
-0.95765681,0.5360358,-1,0
-0.13162989,-1.3708548,-1,0
-1.466293,-0.81675976,1,0
-0.45128591,1.6998916,-1,0
1.0941694,-0.64317056,1,0
0.065964557,-1.2268708,-1,0
0.22990631,-1.150733,-1,0
0.58892435,0.55726133,1,0
-1.3997713,0.47497941,-1,0
-0.14156414,0.2313221,1,0
0.84041493,-0.17551244,1,0
0.23782832,-0.55086995,1,0
0.81132851,1.0741732,-1,0
-0.39485338,-0.75602765,-1,0
-0.41486825,1.4839771,-1,0
2.2929455,1.3169488,1,0
0.91067569,-0.83234923,1,0
0.75088527,0.60807314,-1,0
0.47822845,0.46016097,1,0
-0.016945009,-0.93929582,-1,0
-0.35541348,1.2752506,-1,0
0.18914741,1.3523686,-1,0
0.40237959,-0.39023701,1,0
0.70706888,1.3723896,-1,0
-0.39222613,-1.2658438,-1,0
-0.31606162,0.17727581,1,0
0.85376278,0.094862118,1,0
-0.74761521,-0.5701127,1,0
-0.84335567,1.4014892,-1,0
-1.2033937,0.40042188,1,0
-0.75611642,-0.94340237,-1,0
-1.1753281,0.69239786,-1,0
1.8501761,-0.55811619,-1,0
0.6571334,1.0478559,-1,0
0.29980863,-1.1789479,-1,0
0.31819822,1.3952118,-1,0
-0.80829642,-1.5007513,-1,0
-0.58026471,1.3429275,-1,0
0.76423581,1.9758761,1,0
0.79319124,0.8361866,-1,0
-0.34742349,-1.4986144,-1,0
-1.3690255,-0.17742433,1,0
-1.0843878,-0.86785324,1,0
1.2922486,-1.0433625,1,0
0.93502354,0.55599724,-1,0
-0.31398162,-0.98440874,-1,0
0.33521747,1.9902944,-1,0
0.46878501,-0.32076186,1,0
0.68583505,-0.18990602,1,0
0.074436304,1.037289,-1,0
0.37785249,-0.060949053,1,0
0.70031013,1.141443,-1,0
-1.5423555,-0.64335056,1,0
-0.33447482,1.6290908,-1,0
-0.63874565,-1.0382587,-1,0
0.35805528,-0.88673117,1,0
1.6690398,0.087692504,-1,0
-1.5150795,-0.99267001,1,0
-1.6020405,-1.3192252,1,0
0.12277731,-0.28312801,1,0
-0.11003684,-1.2077682,-1,0
1.2210518,1.4783253,1,0
0.09836692,0.62857462,1,0
1.5090073,-1.1549437,1,0
-0.39427327,-0.33768111,1,0
0.45757647,-0.70900891,1,0
-0.87615458,0.23214436,1,0
1.3477612,0.67671761,-1,0
-0.39988569,-1.3653668,-1,0
0.13858127,-0.80318823,1,0
1.3311766,0.40575081,-1,0
0.66098705,1.1962997,-1,0
-0.014510074,-1.1517631,-1,0
-0.74234521,-1.0220488,-1,0
-1.0689047,-1.1107063,1,0
-1.6659637,-0.87538468,1,0
-1.7247033,-0.41043906,1,0
-0.53908598,0.6481397,1,0
-0.23527183,-1.2162841,-1,0
1.437264,-1.7278135,1,0
0.51480794,0.88375517,-1,0
-0.50825327,-0.69437924,1,0
0.72999155,-0.36955694,-1,0
-1.5385259,0.51634971,1,0
-1.3264756,1.0763502,-1,0
-0.21575762,-0.35336665,1,0
-0.72903664,1.3681897,-1,0
0.9053284,-0.55120653,1,0
2.4296474,0.86885348,1,0
0.72881557,1.4886063,1,0
0.83903606,-0.081896339,1,0
-1.0135508,-1.4662265,-1,0
-1.1584371,0.38121329,-1,0
-1.0962749,0.1448523,1,0
1.2736204,-0.67510109,1,0
-1.1346998,-0.6220038,1,0
-1.5077383,-0.28502054,1,0
-0.30984687,-1.2671283,-1,0
1.3094927,0.62757375,-1,0
-0.93230612,-1.1481898,-1,0
0.78411659,0.97228803,-1,0
-0.034676003,1.3028889,-1,0
1.4984721,0.63663843,-1,0
-0.86105293,-0.97185121,-1,0
1.3503163,-1.5074023,1,0
-0.6603747,1.4088247,-1,0
-0.19231732,1.6567074,-1,0
1.2105902,-0.13178498,-1,0
0.29072536,1.3384497,-1,0
0.53372602,2.1530887,-1,0
1.0654717,0.39871238,-1,0
1.1323465,0.33029745,-1,0
0.20108875,0.002398097,1,0
-0.021001768,-1.0862854,-1,0
-0.67435461,0.84165864,-1,0
1.4582564,-0.50870748,1,0
-0.96907464,1.0243359,-1,0
1.4572813,-0.13952639,-1,0
-0.93006091,0.75801739,-1,0
0.29540821,-1.3638668,-1,0
-0.6145401,-1.3629855,-1,0
-0.59204629,-1.1695818,-1,0
-0.24321856,-1.2440471,-1,0
0.010702891,0.025801816,1,0
1.3107537,0.32777805,-1,0
-1.3319151,0.71888182,-1,0
1.3789647,0.69775356,-1,0
-1.1995827,-0.45059701,1,0
2.4473321,1.2503852,1,0
1.5440455,1.752175,1,0
1.8067816,-0.55067908,-1,0
0.81871635,0.54567215,-1,0
-0.47245766,0.41134988,1,0
1.1222917,0.62559642,-1,0
0.80115634,1.1359596,-1,0
-1.1407597,0.69306769,-1,0
0.37405534,-1.3886817,-1,0
0.23457599,1.4837959,1,0
-0.39978808,-1.1502772,-1,0
1.2777503,1.351584,1,0
0.13704508,1.68691,-1,0
0.36060441,0.93119333,-1,0
0.88509174,-0.37226255,1,0
0.26873938,0.60530037,1,0
0.67465866,-1.5303955,-1,0
0.29904559,1.4940565,-1,0
-0.67953993,-1.0728534,-1,0
-0.65052067,0.36901823,1,0
1.487839,-0.007790874,-1,0
-0.82130373,-1.4430587,-1,0
-1.5300572,-1.2080648,1,0
1.0318787,-0.20904184,-1,0
0.71585152,0.48709228,-1,0
1.9699288,0.99027106,1,0
1.113684,1.3264361,1,0
0.56868167,1.4430329,-1,0
0.66217885,1.4876018,-1,0
1.2278073,-0.087441645,-1,0
-0.89282582,-1.2651087,-1,0
0.7528253,0.78112473,-1,0
0.29353971,-1.4972351,-1,0
-0.5325498,1.216977,-1,0
0.66575253,1.3596891,1,0
1.3240446,-1.4762578,1,0
-0.2328567,0.59307609,1,0
-1.6617502,0.74962053,-1,0
0.76653554,-0.24755281,1,0
-1.646292,-0.72253514,1,0
1.1484988,1.485121,1,0
-0.91802533,1.1332032,-1,0
-1.9259789,-0.31473299,1,0
-1.0933431,-0.46264503,1,0
-0.087612557,0.25494584,1,0
-1.7401878,0.69276297,-1,0
0.61640216,-1.0708376,1,0
0.013149541,-0.96853087,-1,0
-0.25358287,-0.93152354,-1,0
-1.7971089,-1.7100396,1,0
0.10313818,0.3294876,1,0
0.30061551,2.0131755,-1,0
0.41597481,1.8598624,1,0
-0.024655241,-0.76529867,-1,0
1.6264596,-0.25108017,-1,0
-0.18750928,-1.2685381,-1,0
0.74597259,0.99079414,-1,0
0.7863396,1.3055333,-1,0
0.57194622,-0.81167462,1,0
-1.0162895,-0.29555142,1,0
1.0301434,-1.1228514,1,0
0.16671915,0.87023382,-1,0
0.82642677,0.74421949,-1,0
-0.80128132,1.7800191,-1,0
1.4722209,-0.057841687,-1,0
-2.0382645,-0.97792117,1,0
-0.48392577,-1.1991197,-1,0
-0.26181479,1.2812697,-1,0
-1.0969999,0.81097095,-1,0
-0.36939,-0.98375716,-1,0
-0.85588303,-0.66445723,1,0
1.1191003,-1.2170775,1,0
0.30614832,-1.1349084,-1,0
0.28720823,-0.51657756,1,0
-1.3431193,-0.30979532,1,0
0.82873863,1.5586276,-1,0
1.0116004,1.5711066,1,0
0.43968804,-0.77846465,-1,0
0.057365125,-0.1336481,1,0
0.56042082,1.178619,-1,0
0.23823952,1.73946,-1,0
-1.2325425,0.8895917,-1,0
0.44572296,-1.0716405,-1,0
0.58613191,0.40249195,-1,0
0.32911898,1.1129922,-1,0
0.98339725,0.20262685,-1,0
0.48643296,0.24476941,1,0
-0.55098052,0.28755008,1,0
-0.38431774,-0.39723433,1,0
1.0487871,0.76819823,-1,0
0.65538336,1.7200303,1,0
-0.50747987,1.8929722,-1,0
1.053243,0.77585307,-1,0
-1.4751447,0.73971064,-1,0
0.61713613,1.1060727,-1,0
-0.63371303,-0.9685843,-1,0
-0.07396796,1.9679567,1,0
-0.008159248,-1.3771961,-1,0
-1.8329599,0.60132248,-1,0
-1.2835603,-0.004941082,1,0
0.43009734,-0.65434225,1,0
1.7763918,0.27177543,-1,0
2.5090122,1.1086065,1,0
-0.51339972,1.2880172,-1,0
0.35743139,0.64671947,-1,0
-0.78423058,1.8062483,-1,0
1.4860316,0.62713296,-1,0
-0.79938591,1.1116356,-1,0
1.2428571,0.55445248,-1,0
1.4133014,-1.4768801,1,0
0.38064113,1.5523982,-1,0
0.078807144,-0.09984702,1,0
1.1915156,0.11260052,1,0
0.41483474,-1.0030982,-1,0
0.58741252,0.033119638,1,0
0.71396497,-1.1933216,1,0
-1.7764972,0.81898752,-1,0
-0.052656246,-0.74585889,-1,0
0.39069589,-1.4161437,-1,0
-0.27937688,-1.0620389,-1,0
-1.4727202,0.95967431,-1,0
-0.99463496,-0.83230636,-1,0
-1.7742721,1.0147883,-1,0
0.16906079,1.8634212,1,0
-0.6313085,-0.9137819,-1,0
-0.13811101,-1.0289381,-1,0
-0.62071197,0.42513869,1,0
0.49661654,1.2656075,-1,0
-0.21064611,-0.33391259,1,0
1.1192733,1.1400062,-1,0
-0.89897687,-1.2472802,-1,0
-0.20998432,0.17080635,1,0
1.2915996,0.64376876,-1,0
0.6103933,0.48826356,-1,0
1.0331367,0.2795607,-1,0
1.8847212,0.32461324,-1,0
0.51693075,1.7135102,-1,0
1.1290928,1.5061864,1,0
0.41277539,-1.3015243,-1,0
0.20776027,-0.4274289,1,0
0.17490269,-0.88724276,-1,0
-1.4809696,-1.2305388,1,0
0.41518631,1.7975656,-1,0
-0.55817998,-1.7296611,-1,0
-0.91778294,1.4395057,-1,0
-0.65144864,-0.52836484,1,0
-0.23796979,0.12586254,1,0
0.6556666,1.2454137,-1,0
-0.05313075,-1.2607263,-1,0
-1.5348843,-0.46635196,1,0
-1.245955,-0.6564092,1,0
-1.7761457,-1.0749456,1,0
-0.024625856,-0.14091186,1,0
-1.5753174,-1.2569235,1,0
-0.2908761,0.56086438,1,0
-0.88974468,-1.1793726,1,0
1.774081,0.23946569,-1,0
-0.10017696,-1.0525296,-1,0
-1.3444576,0.80475499,-1,0
-0.36579271,-1.5176868,-1,0
1.0765682,-1.8325253,1,0
-1.5942673,0.91322239,-1,0
0.92332889,-1.0173761,1,0
-0.19161805,0.79078482,1,0
0.24692244,1.6496003,1,0
1.6024907,0.0486506,-1,0
-1.9317901,0.52530259,-1,0
0.13740043,-0.24664265,1,0
-1.9435838,0.83197457,-1,0
0.52239636,1.4599533,-1,0
0.47064895,-0.44480851,1,0
-0.46086669,-1.0736494,-1,0
-1.0054811,0.41243946,1,0
1.6726304,0.97366781,1,0
-1.5639393,0.51369443,-1,0
-1.7791377,-1.489545,1,0
0.28077105,0.34345516,1,0
0.66669581,-1.0110696,1,0
-0.31959776,0.70721976,1,0
-1.9612968,0.44518122,-1,0
-0.38013145,-1.3386848,-1,0
-0.16837864,1.3204083,-1,0
0.38446925,-0.31427973,1,0
0.56042548,-1.054959,-1,0
0.95181555,0.61551853,-1,0
-1.5128556,0.34808385,1,0
-1.213128,0.77767,-1,0
-0.085250834,-1.1208562,-1,0
-0.46596439,0.14508879,1,0
1.2715462,1.6015795,1,0
1.2926823,0.67749154,-1,0
0.01692072,-1.2245938,-1,0
2.621373,1.1160291,1,0
0.38928446,-0.80439964,1,0
-1.3062488,0.11752717,1,0
0.004532088,1.467467,-1,0
-1.5268454,0.13193897,1,0
-0.11537982,-0.71903365,-1,0
0.43096994,-1.3289896,-1,0
-1.1169206,0.15393355,1,0
-0.37197409,-1.3844096,-1,0
0.83441418,1.2357637,-1,0
0.85455434,-0.26545733,1,0
-1.8075506,-0.48768675,1,0
0.98496777,1.1601602,-1,0
-1.6767349,-0.47245632,1,0
-0.54631763,0.44228409,1,0
0.54296275,0.91303885,-1,0
0.91524584,0.6108518,-1,0
1.2465277,-0.11837279,-1,0
-0.097776167,-0.42360609,1,0
-0.81301638,-0.56974863,1,0
-1.0677569,0.96270246,-1,0
-1.2965616,1.1602671,-1,0
1.721224,-0.4481645,-1,0
-0.64804309,-0.7132639,1,0
-0.9300464,-0.50239079,1,0
0.12537874,2.1597344,-1,0
-0.83555651,0.95856135,-1,0
